전략명,1착군,2착군,3착군,구멍수,적용경주수,전체기준경주수,적중수,적중률,총베팅액,총환수액,이익금,환수율,적중예시
"1착(1~2,4,7) / 2착(5~6) / 3착(3) 삼쌍","1~2,4,7",5~6,3,8,1837,1837,52,0.028307022318998367,1469600.0,3458900.0,1989300.0,2.3536336418072943,"부산 20250216 3R (7, 6, 11) @7693.0 | 부산 20250420 6R (9, 10, 8) @62.0 | 부산 20250511 1R (7, 4, 8) @24.0"
"1착(1~2,4) / 2착(5~6) / 3착(3) 삼쌍","1~2,4",5~6,3,6,1837,1837,50,0.027218290691344585,1102200.0,2581100.0,1478900.0,2.34177100344765,"부산 20250420 6R (9, 10, 8) @62.0 | 부산 20250511 1R (7, 4, 8) @24.0 | 부산 20250518 5R (2, 8, 6) @46.0"
"1착(1,4) / 2착(2~3) / 3착(5~6) 삼쌍","1,4",2~3,5~6,8,1837,1837,86,0.046815459989112684,1469600.0,3425200.0,1955600.0,2.3307022318998367,"부산 20250221 9R (3, 8, 10) @210.0 | 부산 20250309 3R (10, 8, 11) @440.0 | 부산 20250321 8R (3, 5, 2) @58.0"
"1착(1,7) / 2착(2,4) / 3착(3,6) 삼쌍","1,7","2,4","3,6",8,1837,1837,74,0.040283070223189985,1469600.0,3401000.0,1931400.0,2.3142351660315734,"부산 20250105 5R (7, 8, 11) @120.0 | 부산 20250110 5R (11, 8, 5) @505.0 | 부산 20250117 4R (11, 2, 1) @258.0"
"1착(1) / 2착(2,5~7) / 3착(3) 삼쌍",1,"2,5~7",3,4,1837,1837,58,0.031573217201959713,734800.0,1688400.0,953600.0,2.2977681001633097,"부산 20250105 5R (7, 8, 11) @120.0 | 부산 20250126 5R (6, 1, 12) @242.0 | 부산 20250420 6R (9, 10, 8) @62.0"
"1착(4,6) / 2착(1~2) / 3착(3,5) 삼쌍","4,6",1~2,"3,5",8,1837,1837,55,0.029940119760479042,1469600.0,3362500.0,1892900.0,2.288037561241154,"부산 20250117 7R (3, 9, 8) @312.0 | 부산 20250214 5R (11, 10, 4) @3721.0 | 부산 20250328 8R (4, 8, 6) @2360.0"
"1착(1,4) / 2착(3) / 3착(5~7) 삼쌍","1,4",3,5~7,6,1837,1837,58,0.031573217201959713,1102200.0,2501900.0,1399700.0,2.2699147160225004,"부산 20250221 9R (3, 8, 10) @210.0 | 부산 20250309 3R (10, 8, 11) @440.0 | 부산 20250330 2R (8, 11, 4) @160.0"
"1착(4~6) / 2착(1~2,8) / 3착(3) 삼쌍",4~6,"1~2,8",3,9,1837,1837,51,0.027762656505171474,1653300.0,3750200.0,2096900.0,2.2683118611262323,"부산 20250103 5R (5, 3, 12) @2815.0 | 부산 20250103 8R (10, 6, 2) @3449.0 | 부산 20250117 7R (3, 9, 8) @312.0"
"1착(1,4) / 2착(3) / 3착(5~6,8) 삼쌍","1,4",3,"5~6,8",6,1837,1837,56,0.030484485574305935,1102200.0,2497100.0,1394900.0,2.2655597895118853,"부산 20250221 9R (3, 8, 10) @210.0 | 부산 20250309 3R (10, 8, 11) @440.0 | 부산 20250404 6R (4, 11, 3) @112.0"
"1착(2,6) / 2착(1) / 3착(3,5,8) 삼쌍","2,6",1,"3,5,8",6,1837,1837,59,0.032117583015786606,1102200.0,2494100.0,1391900.0,2.262837960442751,"부산 20250105 3R (11, 4, 12) @374.0 | 부산 20250223 4R (9, 3, 2) @73.0 | 부산 20250223 5R (10, 4, 5) @232.0"
"1착(1,7) / 2착(2,4) / 3착(5~6) 삼쌍","1,7","2,4",5~6,8,1837,1837,60,0.0326619488296135,1469600.0,3322700.0,1853100.0,2.260955362003266,"부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250302 2R (11, 5, 3) @427.0 | 부산 20250321 8R (3, 5, 2) @58.0"
"1착(1,7) / 2착(4~5) / 3착(3,6) 삼쌍","1,7",4~5,"3,6",8,1837,1837,52,0.028307022318998367,1469600.0,3320200.0,1850600.0,2.259254218835057,"부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250302 2R (11, 5, 3) @427.0 | 부산 20250418 7R (7, 9, 8) @45.0"
"1착(2~3) / 2착(4,7) / 3착(1,5) 삼쌍",2~3,"4,7","1,5",8,1837,1837,53,0.02885138813282526,1469600.0,3316100.0,1846500.0,2.2564643440391943,"부산 20250110 3R (3, 6, 9) @127.0 | 부산 20250119 5R (9, 1, 4) @1895.0 | 부산 20250209 5R (11, 9, 6) @557.0"
"1착(1,4) / 2착(3) / 3착(2,5~6) 삼쌍","1,4",3,"2,5~6",6,1837,1837,69,0.03756124115405553,1102200.0,2485600.0,1383400.0,2.2551261114135364,"부산 20250110 8R (7, 3, 8) @257.0 | 부산 20250221 9R (3, 8, 10) @210.0 | 부산 20250302 5R (12, 3, 7) @24.0"
"1착(1) / 2착(2,4~5,7) / 3착(3) 삼쌍",1,"2,4~5,7",3,4,1837,1837,63,0.03429504627109418,734800.0,1649600.0,914800.0,2.2449646162221013,"부산 20250105 5R (7, 8, 11) @120.0 | 부산 20250126 5R (6, 1, 12) @242.0 | 부산 20250511 6R (5, 4, 6) @36.0"
"1착(2,4) / 2착(1,5,8) / 3착(3) 삼쌍","2,4","1,5,8",3,6,1837,1837,50,0.027218290691344585,1102200.0,2474000.0,1371800.0,2.24460170567955,"부산 20250103 5R (5, 3, 12) @2815.0 | 부산 20250103 8R (10, 6, 2) @3449.0 | 부산 20250214 5R (11, 10, 4) @3721.0"
"1착(1) / 2착(5,7~8) / 3착(2~3) 삼쌍",1,"5,7~8",2~3,6,1837,1837,64,0.03483941208492107,1102200.0,2451200.0,1349000.0,2.223915804754128,"부산 20250420 5R (12, 8, 4) @53.0 | 부산 20250427 4R (10, 9, 8) @41.0 | 부산 20250523 3R (4, 1, 2) @11.0"
"1착(1,4) / 2착(2,5~6,8) / 3착(3) 삼쌍","1,4","2,5~6,8",3,8,1837,1837,71,0.038649972781709306,1469600.0,3253900.0,1784300.0,2.2141399020141534,"부산 20250103 5R (5, 3, 12) @2815.0 | 부산 20250103 8R (10, 6, 2) @3449.0 | 부산 20250105 5R (7, 8, 11) @120.0"
"1착(1,4) / 2착(2,5~6) / 3착(3) 삼쌍","1,4","2,5~6",3,6,1837,1837,61,0.03320631464344039,1102200.0,2434200.0,1332000.0,2.2084921066956995,"부산 20250105 5R (7, 8, 11) @120.0 | 부산 20250126 5R (6, 1, 12) @242.0 | 부산 20250420 6R (9, 10, 8) @62.0"
"1착(2,4,6) / 2착(1,5,8) / 3착(3) 삼쌍","2,4,6","1,5,8",3,9,1837,1837,58,0.031573217201959713,1653300.0,3638500.0,1985200.0,2.2007500151212724,"부산 20250103 5R (5, 3, 12) @2815.0 | 부산 20250103 8R (10, 6, 2) @3449.0 | 부산 20250214 5R (11, 10, 4) @3721.0"
1착(1~2) / 2착(5~7) / 3착(3) 삼쌍,1~2,5~7,3,6,1837,1837,58,0.031573217201959713,1102200.0,2425400.0,1323200.0,2.2005080747595716,"부산 20250420 6R (9, 10, 8) @62.0 | 부산 20250511 1R (7, 4, 8) @24.0 | 부산 20250518 5R (2, 8, 6) @46.0"
1착(4~8) / 2착(1~2) / 3착(3) 삼쌍,4~8,1~2,3,10,1837,1837,54,0.02939575394665215,1837000.0,4037900.0,2200900.0,2.198094719651606,"부산 20250110 5R (11, 8, 5) @505.0 | 부산 20250117 7R (3, 9, 8) @312.0 | 부산 20250214 5R (11, 10, 4) @3721.0"
"1착(1,4,7) / 2착(2,5) / 3착(3) 삼쌍","1,4,7","2,5",3,6,1837,1837,52,0.028307022318998367,1102200.0,2421700.0,1319500.0,2.1971511522409726,"부산 20250105 5R (7, 8, 11) @120.0 | 부산 20250110 5R (11, 8, 5) @505.0 | 부산 20250126 5R (6, 1, 12) @242.0"
"1착(1,4) / 2착(5,8) / 3착(2~3) 삼쌍","1,4","5,8",2~3,8,1837,1837,57,0.031028851388132824,1469600.0,3225300.0,1755700.0,2.1946788241698423,"부산 20250103 5R (5, 3, 12) @2815.0 | 부산 20250103 8R (10, 6, 2) @3449.0 | 부산 20250420 5R (12, 8, 4) @53.0"
"1착(2,4) / 2착(1,5~6) / 3착(3) 삼쌍","2,4","1,5~6",3,6,1837,1837,56,0.030484485574305935,1102200.0,2415600.0,1313400.0,2.191616766467066,"부산 20250214 5R (11, 10, 4) @3721.0 | 부산 20250425 2R (5, 6, 7) @121.0 | 부산 20250509 3R (3, 6, 5) @76.0"
"1착(2,4) / 2착(1,5~6,8) / 3착(3) 삼쌍","2,4","1,5~6,8",3,8,1837,1837,63,0.03429504627109418,1469600.0,3215600.0,1746000.0,2.1880783886771913,"부산 20250103 5R (5, 3, 12) @2815.0 | 부산 20250103 8R (10, 6, 2) @3449.0 | 부산 20250214 5R (11, 10, 4) @3721.0"
"1착(1~2) / 2착(5) / 3착(3~4,7) 삼쌍",1~2,5,"3~4,7",6,1837,1837,56,0.030484485574305935,1102200.0,2409700.0,1307500.0,2.186263835964435,"부산 20250418 6R (6, 2, 7) @1204.0 | 부산 20250504 5R (8, 1, 10) @300.0 | 부산 20250511 1R (7, 4, 8) @24.0"
"1착(2~3) / 2착(1,7) / 3착(5,8) 삼쌍",2~3,"1,7","5,8",8,1837,1837,50,0.027218290691344585,1469600.0,3193500.0,1723900.0,2.173040283070223,"부산 20250105 3R (11, 4, 12) @374.0 | 부산 20250119 5R (9, 1, 4) @1895.0 | 부산 20250209 3R (12, 4, 8) @435.0"
"1착(1,5,7) / 2착(3~4) / 3착(6,8) 삼쌍","1,5,7",3~4,"6,8",12,1837,1837,55,0.029940119760479042,2204400.0,4786000.0,2581600.0,2.1711123208129197,"부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250207 8R (6, 9, 12) @2751.0 | 부산 20250302 2R (11, 5, 3) @427.0"
"1착(1) / 2착(5,8) / 3착(2~4) 삼쌍",1,"5,8",2~4,6,1837,1837,59,0.032117583015786606,1102200.0,2392000.0,1289800.0,2.1702050444565413,"부산 20250103 4R (10, 6, 12) @1708.0 | 부산 20250420 5R (12, 8, 4) @53.0 | 부산 20250427 4R (10, 9, 8) @41.0"
"1착(1~2,7) / 2착(4) / 3착(5~6,8) 삼쌍","1~2,7",4,"5~6,8",9,1837,1837,56,0.030484485574305935,1653300.0,3586100.0,1932800.0,2.1690558277384624,"부산 20250110 3R (3, 6, 9) @127.0 | 부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250207 8R (6, 9, 12) @2751.0"
"1착(1,4,7) / 2착(2,5~6,8) / 3착(3) 삼쌍","1,4,7","2,5~6,8",3,12,1837,1837,78,0.04246053347849755,2204400.0,4775600.0,2571200.0,2.166394483759753,"부산 20250103 5R (5, 3, 12) @2815.0 | 부산 20250103 8R (10, 6, 2) @3449.0 | 부산 20250105 5R (7, 8, 11) @120.0"
"1착(1) / 2착(2,5,7~8) / 3착(3) 삼쌍",1,"2,5,7~8",3,4,1837,1837,54,0.02939575394665215,734800.0,1585000.0,850200.0,2.1570495372890583,"부산 20250105 5R (7, 8, 11) @120.0 | 부산 20250126 5R (6, 1, 12) @242.0 | 부산 20250420 5R (12, 8, 4) @53.0"
1착(1) / 2착(3) / 3착(4~6) 삼쌍,1,3,4~6,3,1837,1837,52,0.028307022318998367,551100.0,1187300.0,636200.0,2.1544184358555616,"부산 20250110 6R (10, 6, 4) @1207.0 | 부산 20250309 3R (10, 8, 11) @440.0 | 부산 20250404 3R (10, 8, 12) @153.0"
"1착(2~3,5,7) / 2착(4) / 3착(1,6,8) 삼쌍","2~3,5,7",4,"1,6,8",12,1837,1837,50,0.027218290691344585,2204400.0,4737300.0,2532900.0,2.149020141535112,"부산 20250209 5R (11, 9, 6) @557.0 | 부산 20250404 8R (7, 3, 10) @1898.0 | 부산 20250525 4R (11, 6, 9) @142.0"
"1착(2,4,6,8) / 2착(1,5) / 3착(3) 삼쌍","2,4,6,8","1,5",3,8,1837,1837,52,0.028307022318998367,1469600.0,3156500.0,1686900.0,2.1478633641807297,"부산 20250214 5R (11, 10, 4) @3721.0 | 부산 20250425 2R (5, 6, 7) @121.0 | 부산 20250509 3R (3, 6, 5) @76.0"
"1착(1,4,6) / 2착(2~3) / 3착(5) 삼쌍","1,4,6",2~3,5,6,1837,1837,54,0.02939575394665215,1102200.0,2363000.0,1260800.0,2.143894030121575,"부산 20250309 3R (10, 8, 11) @440.0 | 부산 20250404 6R (4, 11, 3) @112.0 | 부산 20250516 3R (6, 9, 7) @50.0"
"1착(1) / 2착(2,4~5) / 3착(3) 삼쌍",1,"2,4~5",3,3,1837,1837,53,0.02885138813282526,551100.0,1181000.0,629900.0,2.142986753765197,"부산 20250105 5R (7, 8, 11) @120.0 | 부산 20250126 5R (6, 1, 12) @242.0 | 부산 20250511 6R (5, 4, 6) @36.0"
"1착(2) / 2착(1,5) / 3착(3,8) 삼쌍",2,"1,5","3,8",4,1837,1837,51,0.027762656505171474,734800.0,1571000.0,836200.0,2.137996733805117,"부산 20250105 3R (11, 4, 12) @374.0 | 부산 20250223 4R (9, 3, 2) @73.0 | 부산 20250223 5R (10, 4, 5) @232.0"
"1착(1,4) / 2착(5~6) / 3착(2~3) 삼쌍","1,4",5~6,2~3,8,1837,1837,63,0.03429504627109418,1469600.0,3139400.0,1669800.0,2.1362275449101795,"부산 20250309 4R (8, 6, 3) @204.0 | 부산 20250418 4R (5, 10, 3) @65.0 | 부산 20250420 6R (9, 10, 8) @62.0"
"1착(1,7) / 2착(2~5) / 3착(6) 삼쌍","1,7",2~5,6,8,1837,1837,56,0.030484485574305935,1469600.0,3130900.0,1661300.0,2.130443658138269,"부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250302 2R (11, 5, 3) @427.0 | 부산 20250321 8R (3, 5, 2) @58.0"
"1착(1~2,7) / 2착(3~5) / 3착(6) 삼쌍","1~2,7",3~5,6,9,1837,1837,57,0.031028851388132824,1653300.0,3517900.0,1864600.0,2.1278049960684693,"부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250302 2R (11, 5, 3) @427.0 | 부산 20250418 7R (7, 9, 8) @45.0"
"1착(1~2,4) / 2착(5~6,8) / 3착(3) 삼쌍","1~2,4","5~6,8",3,9,1837,1837,63,0.03429504627109418,1653300.0,3513400.0,1860100.0,2.125083166999335,"부산 20250103 5R (5, 3, 12) @2815.0 | 부산 20250103 8R (10, 6, 2) @3449.0 | 부산 20250420 5R (12, 8, 4) @53.0"
"1착(2,5~6) / 2착(1) / 3착(3,8) 삼쌍","2,5~6",1,"3,8",6,1837,1837,51,0.027762656505171474,1102200.0,2341100.0,1238900.0,2.1240246779168936,"부산 20250105 3R (11, 4, 12) @374.0 | 부산 20250223 4R (9, 3, 2) @73.0 | 부산 20250223 5R (10, 4, 5) @232.0"
"1착(1,7) / 2착(3~4) / 3착(2,6) 삼쌍","1,7",3~4,"2,6",8,1837,1837,66,0.03592814371257485,1469600.0,3121200.0,1651600.0,2.123843222645618,"부산 20250110 8R (7, 3, 8) @257.0 | 부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250119 3R (9, 8, 2) @40.0"
"1착(1,7) / 2착(3~4) / 3착(5~6) 삼쌍","1,7",3~4,5~6,8,1837,1837,65,0.035383777898747956,1469600.0,3119300.0,1649700.0,2.122550353837779,"부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250302 2R (11, 5, 3) @427.0 | 부산 20250309 3R (10, 8, 11) @440.0"
"1착(1,4,7) / 2착(2,6,8) / 3착(3) 삼쌍","1,4,7","2,6,8",3,9,1837,1837,64,0.03483941208492107,1653300.0,3502800.0,1849500.0,2.1186717474142625,"부산 20250103 5R (5, 3, 12) @2815.0 | 부산 20250103 8R (10, 6, 2) @3449.0 | 부산 20250105 5R (7, 8, 11) @120.0"
"1착(2,4~6) / 2착(1,8) / 3착(3) 삼쌍","2,4~6","1,8",3,8,1837,1837,50,0.027218290691344585,1469600.0,3112600.0,1643000.0,2.117991290146979,"부산 20250103 5R (5, 3, 12) @2815.0 | 부산 20250103 8R (10, 6, 2) @3449.0 | 부산 20250214 5R (11, 10, 4) @3721.0"
"1착(1,4) / 2착(2,5,7~8) / 3착(3) 삼쌍","1,4","2,5,7~8",3,8,1837,1837,69,0.03756124115405553,1469600.0,3099100.0,1629500.0,2.10880511703865,"부산 20250103 5R (5, 3, 12) @2815.0 | 부산 20250103 8R (10, 6, 2) @3449.0 | 부산 20250105 5R (7, 8, 11) @120.0"
"1착(2~3) / 2착(1,7) / 3착(4~5) 삼쌍",2~3,"1,7",4~5,8,1837,1837,50,0.027218290691344585,1469600.0,3095600.0,1626000.0,2.1064235166031575,"부산 20250105 6R (4, 1, 5) @14.0 | 부산 20250117 6R (7, 6, 2) @215.0 | 부산 20250119 5R (9, 1, 4) @1895.0"
"1착(1,7) / 2착(4~5) / 3착(2,6) 삼쌍","1,7",4~5,"2,6",8,1837,1837,57,0.031028851388132824,1469600.0,3084800.0,1615200.0,2.099074578116494,"부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250119 3R (9, 8, 2) @40.0 | 부산 20250302 2R (11, 5, 3) @427.0"
"1착(1~2,5,7) / 2착(4) / 3착(3,6,8) 삼쌍","1~2,5,7",4,"3,6,8",12,1837,1837,65,0.035383777898747956,2204400.0,4627000.0,2422600.0,2.0989838504808565,"부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250207 8R (6, 9, 12) @2751.0 | 부산 20250302 2R (11, 5, 3) @427.0"
"1착(2,4) / 2착(3) / 3착(1,5~7) 삼쌍","2,4",3,"1,5~7",8,1837,1837,58,0.031573217201959713,1469600.0,3081900.0,1612300.0,2.0971012520413717,"부산 20250221 9R (3, 8, 10) @210.0 | 부산 20250309 1R (9, 12, 2) @80.0 | 부산 20250330 2R (8, 11, 4) @160.0"
"1착(2,4,6,8) / 2착(1) / 3착(3,5) 삼쌍","2,4,6,8",1,"3,5",8,1837,1837,63,0.03429504627109418,1469600.0,3081600.0,1612000.0,2.0968971148611866,"부산 20250214 5R (11, 10, 4) @3721.0 | 부산 20250328 8R (4, 8, 6) @2360.0 | 부산 20250425 2R (5, 6, 7) @121.0"
"1착(1,4,7) / 2착(3) / 3착(5~6) 삼쌍","1,4,7",3,5~6,6,1837,1837,50,0.027218290691344585,1102200.0,2307800.0,1205600.0,2.093812375249501,"부산 20250221 9R (3, 8, 10) @210.0 | 부산 20250309 3R (10, 8, 11) @440.0 | 부산 20250404 6R (4, 11, 3) @112.0"
"1착(2,4~6) / 2착(1) / 3착(3,8) 삼쌍","2,4~6",1,"3,8",8,1837,1837,66,0.03592814371257485,1469600.0,3075300.0,1605700.0,2.0926102340773,"부산 20250105 3R (11, 4, 12) @374.0 | 부산 20250214 5R (11, 10, 4) @3721.0 | 부산 20250223 4R (9, 3, 2) @73.0"
"1착(1) / 2착(5,8) / 3착(2~3,7) 삼쌍",1,"5,8","2~3,7",6,1837,1837,53,0.02885138813282526,1102200.0,2304900.0,1202700.0,2.0911812738160043,"부산 20250418 6R (6, 2, 7) @1204.0 | 부산 20250420 5R (12, 8, 4) @53.0 | 부산 20250427 4R (10, 9, 8) @41.0"
"1착(1~2,7) / 2착(4) / 3착(3,6,8) 삼쌍","1~2,7",4,"3,6,8",9,1837,1837,58,0.031573217201959713,1653300.0,3444000.0,1790700.0,2.0831065142442386,"부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250207 8R (6, 9, 12) @2751.0 | 부산 20250302 2R (11, 5, 3) @427.0"
"1착(1,4~5,7) / 2착(2,6) / 3착(3) 삼쌍","1,4~5,7","2,6",3,8,1837,1837,58,0.031573217201959713,1469600.0,3057700.0,1588100.0,2.0806341861731084,"부산 20250105 5R (7, 8, 11) @120.0 | 부산 20250110 5R (11, 8, 5) @505.0 | 부산 20250126 5R (6, 1, 12) @242.0"
"1착(1,7) / 2착(2,6) / 3착(3,5) 삼쌍","1,7","2,6","3,5",8,1837,1837,66,0.03592814371257485,1469600.0,3055400.0,1585800.0,2.079069134458356,"부산 20250105 5R (7, 8, 11) @120.0 | 부산 20250110 5R (11, 8, 5) @505.0 | 부산 20250126 5R (6, 1, 12) @242.0"
"1착(1,7) / 2착(4) / 3착(2,5~6,8) 삼쌍","1,7",4,"2,5~6,8",8,1837,1837,51,0.027762656505171474,1469600.0,3051100.0,1581500.0,2.0761431682090365,"부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250119 3R (9, 8, 2) @40.0 | 부산 20250207 8R (6, 9, 12) @2751.0"
"1착(4,6~7) / 2착(1~2) / 3착(3,5) 삼쌍","4,6~7",1~2,"3,5",12,1837,1837,66,0.03592814371257485,2204400.0,4569400.0,2365000.0,2.0728542914171655,"부산 20250110 5R (11, 8, 5) @505.0 | 부산 20250117 7R (3, 9, 8) @312.0 | 부산 20250214 5R (11, 10, 4) @3721.0"
"1착(1,7) / 2착(4) / 3착(2~3,6,8) 삼쌍","1,7",4,"2~3,6,8",8,1837,1837,53,0.02885138813282526,1469600.0,3044700.0,1575100.0,2.0717882416984215,"부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250119 3R (9, 8, 2) @40.0 | 부산 20250207 8R (6, 9, 12) @2751.0"
1착(1) / 2착(5~7) / 3착(2~3) 삼쌍,1,5~7,2~3,6,1837,1837,67,0.03647250952640174,1102200.0,2280400.0,1178200.0,2.0689530030847396,"부산 20250418 4R (5, 10, 3) @65.0 | 부산 20250420 6R (9, 10, 8) @62.0 | 부산 20250427 1R (2, 12, 10) @92.0"
"1착(1,4) / 2착(2,5,7) / 3착(3) 삼쌍","1,4","2,5,7",3,6,1837,1837,59,0.032117583015786606,1102200.0,2279400.0,1177200.0,2.0680457267283616,"부산 20250105 5R (7, 8, 11) @120.0 | 부산 20250126 5R (6, 1, 12) @242.0 | 부산 20250523 3R (4, 1, 2) @11.0"
"1착(1~2) / 2착(5) / 3착(3~4,7~8) 삼쌍",1~2,5,"3~4,7~8",8,1837,1837,63,0.03429504627109418,1469600.0,3037300.0,1567700.0,2.0667528579205228,"부산 20250307 5R (10, 2, 3) @176.0 | 부산 20250418 6R (6, 2, 7) @1204.0 | 부산 20250504 5R (8, 1, 10) @300.0"
"1착(4,6) / 2착(1~2,8) / 3착(3,5) 삼쌍","4,6","1~2,8","3,5",12,1837,1837,63,0.03429504627109418,2204400.0,4554800.0,2350400.0,2.066231174015605,"부산 20250103 5R (5, 3, 12) @2815.0 | 부산 20250103 8R (10, 6, 2) @3449.0 | 부산 20250117 7R (3, 9, 8) @312.0"
"1착(2,5,7) / 2착(1,4) / 3착(6,8) 삼쌍","2,5,7","1,4","6,8",12,1837,1837,52,0.028307022318998367,2204400.0,4553300.0,2348900.0,2.0655507167483216,"부산 20250105 3R (11, 4, 12) @374.0 | 부산 20250126 6R (7, 3, 9) @26.0 | 부산 20250223 4R (9, 3, 2) @73.0"
"1착(2,4,6,8) / 2착(1) / 3착(3,7) 삼쌍","2,4,6,8",1,"3,7",8,1837,1837,54,0.02939575394665215,1469600.0,3032000.0,1562400.0,2.0631464344039196,"부산 20250214 5R (11, 10, 4) @3721.0 | 부산 20250425 2R (5, 6, 7) @121.0 | 부산 20250502 7R (7, 6, 5) @488.0"
"1착(1,7) / 2착(2~4,8) / 3착(6) 삼쌍","1,7","2~4,8",6,8,1837,1837,50,0.027218290691344585,1469600.0,3030900.0,1561300.0,2.0623979314099072,"부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250302 2R (11, 5, 3) @427.0 | 부산 20250314 7R (6, 11, 9) @66.0"
"1착(2,4,7) / 2착(1,6,8) / 3착(3) 삼쌍","2,4,7","1,6,8",3,9,1837,1837,54,0.02939575394665215,1653300.0,3402800.0,1749500.0,2.058186656989052,"부산 20250103 5R (5, 3, 12) @2815.0 | 부산 20250103 8R (10, 6, 2) @3449.0 | 부산 20250214 5R (11, 10, 4) @3721.0"
